 1,0.925501
 2,0.966153
 3,0.988994
 4,0.991538
 5,0.991538
 6,0.997455
 7,0.996055
 8,0.998028
 9,0.998028
 10,1.000000
 11,1.000000
 12,1.000000
 13,1.000000
 14,1.000000
 15,0.998028
 16,1.000000
 17,1.000000
 18,1.000000
 19,1.000000
 20,1.000000
 21,1.000000
 22,0.996055
 23,0.996055
 24,0.998028
 25,1.000000
 26,0.998028
 27,1.000000
 28,0.997455
 29,1.000000
 30,1.000000
 31,1.000000
 32,1.000000
 33,1.000000
 34,1.000000
 35,1.000000
 36,0.998028
 37,0.998028
 38,0.998028
 39,0.998028
 40,0.994083
 41,0.998028
 42,1.000000
 43,1.000000
 44,1.000000
 45,1.000000
 46,1.000000
 47,1.000000
 48,1.000000
 49,1.000000
 50,1.000000

 1,0.971814
 2,0.956291
 3,0.967553
 4,0.957692
 5,0.957692
 6,0.963037
 7,0.946685
 8,0.954319
 9,0.967870
 10,0.973471
 11,0.963865
 12,0.968126
 13,0.963609
 14,0.971814
 15,0.980276
 16,0.979132
 17,0.964753
 18,0.942485
 19,0.956863
 20,0.945541
 21,0.939624
 22,0.944969
 23,0.962208
 24,0.947830
 25,0.954891
 26,0.966725
 27,0.966153
 28,0.957436
 29,0.965325
 30,0.962208
 31,0.961636
 32,0.937652
 33,0.942168
 34,0.955719
 35,0.966981
 36,0.957692
 37,0.950946
 38,0.943885
 39,0.942485
 40,0.939940
 41,0.958836
 42,0.932306
 43,0.954003
 44,0.948086
 45,0.965009
 46,0.952919
 47,0.939940
 48,0.952347
 49,0.964753
 50,0.972387

 1,0.893371
 2,0.828478
 3,0.810726
 4,0.809266
 5,0.810666
 6,0.788909
 7,0.766385
 8,0.770074
 9,0.825677
 10,0.829110
 11,0.780312
 12,0.789286
 13,0.774275
 14,0.743801
 15,0.761868
 16,0.754807
 17,0.769502
 18,0.751178
 19,0.815243
 20,0.775419
 21,0.768357
 22,0.804749
 23,0.820528
 24,0.814927
 25,0.819444
 26,0.794375
 27,0.818360
 28,0.816327
 29,0.798320
 30,0.796664
 31,0.775419
 32,0.753151
 33,0.767529
 34,0.762696
 35,0.748061
 36,0.758435
 37,0.777075
 38,0.813210
 39,0.819128
 40,0.799404
 41,0.806465
 42,0.803349
 43,0.825361
 44,0.835283
 45,0.819760
 46,0.799088
 47,0.776819
 48,0.768613
 49,0.736423
 50,0.790686

 1,0.638060
 2,0.544093
 3,0.536339
 4,0.480991
 5,0.473418
 6,0.470045
 7,0.457187
 8,0.491169
 9,0.461267
 10,0.387205
 11,0.264104
 12,0.292997
 13,0.309349
 14,0.323471
 15,0.374046
 16,0.301715
 17,0.326964
 18,0.378051
 19,0.452038
 20,0.447461
 21,0.394402
 22,0.395546
 23,0.417559
 24,0.354954
 25,0.348917
 26,0.395546
 27,0.388364
 28,0.353434
 29,0.351145
 30,0.391285
 31,0.298719
 32,0.341855
 33,0.264812
 34,0.328756
 35,0.297514
 36,0.336254
 37,0.329509
 38,0.350889
 39,0.410693
 40,0.422844
 41,0.401659
 42,0.386452
 43,0.424620
 44,0.423160
 45,0.416414
 46,0.339371
 47,0.222503
 48,0.202840
 49,0.315958
 50,0.401719

 1,0.838023
 2,0.926645
 3,0.979388
 4,0.984477
 5,0.988994
 6,0.997455
 7,0.996055
 8,0.998028
 9,0.998028
 10,1.000000
 11,1.000000
 12,1.000000
 13,1.000000
 14,1.000000
 15,0.998028
 16,1.000000
 17,1.000000
 18,1.000000
 19,1.000000
 20,1.000000
 21,1.000000
 22,0.996055
 23,0.996055
 24,0.998028
 25,1.000000
 26,0.998028
 27,1.000000
 28,0.997455
 29,1.000000
 30,1.000000
 31,1.000000
 32,1.000000
 33,1.000000
 34,1.000000
 35,1.000000
 36,0.998028
 37,0.998028
 38,0.998028
 39,0.998028
 40,0.994083
 41,0.998028
 42,1.000000
 43,1.000000
 44,1.000000
 45,1.000000
 46,1.000000
 47,1.000000
 48,1.000000
 49,1.000000
 50,1.000000

 1,0.971814
 2,0.956291
 3,0.967553
 4,0.957692
 5,0.957692
 6,0.963037
 7,0.946685
 8,0.954319
 9,0.967870
 10,0.973471
 11,0.963865
 12,0.968126
 13,0.963609
 14,0.971814
 15,0.980276
 16,0.979132
 17,0.964753
 18,0.942485
 19,0.956863
 20,0.945541
 21,0.939624
 22,0.944969
 23,0.962208
 24,0.947830
 25,0.954891
 26,0.966725
 27,0.966153
 28,0.957436
 29,0.965325
 30,0.962208
 31,0.961636
 32,0.937652
 33,0.942168
 34,0.955719
 35,0.966981
 36,0.957692
 37,0.950946
 38,0.943885
 39,0.942485
 40,0.939940
 41,0.958836
 42,0.932306
 43,0.954003
 44,0.948086
 45,0.965009
 46,0.952919
 47,0.939940
 48,0.952347
 49,0.964753
 50,0.972387

 1,0.893371
 2,0.828478
 3,0.810726
 4,0.809266
 5,0.810666
 6,0.788909
 7,0.766385
 8,0.770074
 9,0.825677
 10,0.829110
 11,0.780312
 12,0.789286
 13,0.774275
 14,0.743801
 15,0.761868
 16,0.754807
 17,0.769502
 18,0.751178
 19,0.815243
 20,0.775419
 21,0.768357
 22,0.804749
 23,0.820528
 24,0.814927
 25,0.819444
 26,0.794375
 27,0.818360
 28,0.816327
 29,0.798320
 30,0.796664
 31,0.775419
 32,0.753151
 33,0.767529
 34,0.762696
 35,0.748061
 36,0.758435
 37,0.777075
 38,0.813210
 39,0.819128
 40,0.799404
 41,0.806465
 42,0.803349
 43,0.825361
 44,0.835283
 45,0.819760
 46,0.799088
 47,0.776819
 48,0.768613
 49,0.736423
 50,0.790686

 1,0.638060
 2,0.544093
 3,0.536339
 4,0.480991
 5,0.473418
 6,0.470045
 7,0.457187
 8,0.491169
 9,0.461267
 10,0.387205
 11,0.264104
 12,0.292997
 13,0.309349
 14,0.323471
 15,0.374046
 16,0.301715
 17,0.326964
 18,0.378051
 19,0.452038
 20,0.447461
 21,0.394402
 22,0.395546
 23,0.417559
 24,0.354954
 25,0.348917
 26,0.395546
 27,0.388364
 28,0.353434
 29,0.351145
 30,0.391285
 31,0.298719
 32,0.341855
 33,0.264812
 34,0.328756
 35,0.297514
 36,0.336254
 37,0.329509
 38,0.350889
 39,0.410693
 40,0.422844
 41,0.401659
 42,0.386452
 43,0.424620
 44,0.423160
 45,0.416414
 46,0.339371
 47,0.222503
 48,0.202840
 49,0.315958
 50,0.401719

 1,0.750802
 2,0.882048
 3,0.961320
 4,0.981932
 5,0.988994
 6,0.997455
 7,0.996055
 8,0.998028
 9,0.998028
